ao.r,ao.c,art.r,art.c,ven.r,ven.c,av.r,mv.r,la.E_pas,la.E_act,la.v_ref,la.k_pas,lv.E_pas,lv.E_act,lv.v_ref,lv.k_pas,T,v_tot,ao.l,ao.v_ref,art.l,art.v_ref,ven.l,ven.v_ref,la.v,la.delay,la.t_tr,la.tau,la.t_max,lv.delay,lv.t_tr,lv.tau,lv.t_max
269.12712919504287,0.20301906398587083,983.2039047855717,3.1919504170934143,10.8826805678472,174.1014296815489,8.300360185345397,3.482009064099965,0.6276408050037553,0.40232921740929556,5.4418414644587845,0.03450494020851508,1.0411425957234126,3.3238992432740835,10.502703445535701,0.027173760296722707,404.5231389698851,3789.3756163392527,0,100,0,900,0,2800,93,60.678470845482764,91.01770626822415,10.113078474247128,60.678470845482764,0,169.89971836735174,10.113078474247128,113.26647891156783
206.08806914627104,0.37577319383364066,1657.0931403699612,2.0996271501705013,5.960964380267757,120.68352963810716,3.0623076893311123,3.585926922027526,0.3194412276282528,0.5458586240975507,8.043144580155193,0.050513395701229785,0.8183115532694291,2.9028332357280626,5.088649034949776,0.016581630693209806,681.1271811097719,5920.069274373323,0,100,0,900,0,2800,93,102.16907716646578,153.25361574969867,17.0281795277443,102.16907716646578,0,286.0734160661042,17.0281795277443,190.71561071073614
340.44339951388037,0.32613315364969525,847.1992010445492,3.553926614409873,7.698856231523432,156.31799481016958,7.622434199818802,4.4881145639754205,0.28274768763976765,0.5571493765415979,6.777728424064666,0.04228763703010758,0.7659159846564176,2.50550206755704,8.462129016925113,0.013097509675800817,1075.0111641922704,6112.824295895584,0,100,0,900,0,2800,93,161.25167462884056,241.87751194326086,26.875279104806758,161.25167462884056,0,451.5046889607536,26.875279104806758,301.0031259738357
337.83933190546907,0.2663549161599315,635.1183682125195,1.9206110271891381,5.6679242201190565,108.36596556056813,4.497572688961071,4.746986096517512,0.5864800686599276,0.622088850426306,14.95701303867181,0.01871138909887125,0.7198004845560317,1.7551736606684805,10.29634889831755,0.014257526610262247,317.43380266361424,4247.218536340796,0,100,0,900,0,2800,93,47.615070399542134,71.4226055993132,7.935845066590357,47.615070399542134,0,133.32219711871798,7.935845066590357,88.88146474581198
224.29430948286821,0.3444136228518927,1267.3126172096013,4.102724314125453,10.830418078931862,139.03255363585214,7.158306337950373,2.8066138149288324,0.5021465993080644,0.5127761597870306,5.374706878398032,0.06964429940436336,0.6335853441506443,3.852796549284634,8.572888571220103,0.014928788590371667,826.3965606300471,6218.812954648771,0,100,0,900,0,2800,93,123.95948409450708,185.9392261417606,20.65991401575118,123.95948409450708,0,347.0865554646198,20.65991401575118,231.3910369764132
239.7774182571301,0.2070096221430226,1102.483455406914,1.7704090797292633,12.024169244639403,99.71410388305787,7.139107415926605,3.7311122218633255,0.293968428355483,0.4653799317776056,7.705200120761922,0.07463634104013907,0.6151981194212817,2.5172294095206498,8.517338697277077,0.010531291906389148,347.3015224539229,5222.206948052057,0,100,0,900,0,2800,93,52.095228368088435,78.14284255213266,8.682538061348074,52.095228368088435,0,145.86663943064764,8.682538061348074,97.24442628709842
333.1102774293148,0.4263803981413029,1475.3088300971824,1.6109149039046595,11.50452702204456,131.16506830245453,3.2054522939858616,2.7530976892346253,0.36479119414284933,0.3361202628764742,6.621586827203876,0.07108665863798845,1.1906556900211958,1.5887091038041565,12.12033937919216,0.01592201626320358,1062.9670218661463,6493.274972857717,0,100,0,900,0,2800,93,159.44505327992195,239.1675799198829,26.574175546653656,159.44505327992195,0,446.4461491837815,26.574175546653656,297.630766122521
193.9468516030418,0.4061322391714748,975.2348759559353,2.102135007728977,7.842724892416685,86.5711397360603,8.923141735344522,3.9788020485967746,0.3514330946656503,0.38681419664579364,13.151818790290292,0.059442343347917814,1.3870409223573024,4.447891786766725,6.564473884894787,0.04004279671370152,616.9365379125525,4153.563579385441,0,100,0,900,0,2800,93,92.54048068688287,138.81072103032432,15.423413447813811,92.54048068688287,0,259.11334592327205,15.423413447813811,172.74223061551467
168.14243751918045,0.4077270123115012,1011.3265497503608,2.1905318811594556,9.140261543663659,164.38158712876245,4.841940272635156,5.742603310753191,0.3233654027836471,0.2800563234406485,9.257261509014004,0.04216630025167701,0.8140561985730579,2.828619548693216,12.991352217045993,0.022556508160052474,1077.2573065425202,5709.710677816464,0,100,0,900,0,2800,93,161.58859598137803,242.38289397206705,26.931432663563,161.58859598137803,0,452.4480687478585,26.931432663563,301.6320458319056
273.48267610875996,0.3939070613034191,812.5023474133855,3.8780734279118425,5.118571468930493,185.03864607678156,7.176712156963573,4.6268061033272705,0.3672485098783766,0.5089522871933276,10.256840564546323,0.04272178873268964,1.107119901878696,3.6845629938056663,7.153321105944286,0.015663075938751454,637.566856880507,4670.755254490095,0,100,0,900,0,2800,93,95.63502853207605,143.45254279811408,15.939171422012674,95.63502853207605,0,267.7780798898129,15.939171422012674,178.51871992654196
